module_id,trait_in,trait_out,in_name,out_name,subpathway_cn,subpathway_en,pathway_class,rule_confidence,ratio_trait,direction_sign,suggested_forward_ratio_expr,suggested_reverse_ratio_expr,suggested_forward_ratio_name,suggested_reverse_ratio_name,fill_rule,note,norm_fwd,norm_rev
M_48,GCST90199976,GCST90200325,1-dihomo-linolenylglycerol (20:3),Glycerol,甘油酸/三碳糖支路,Glycerate/Triose Branch,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,高,,,GCST90200325 / GCST90199976,GCST90199976 / GCST90200325,Glycerol / 1-dihomo-linolenylglycerol (20:3),1-dihomo-linolenylglycerol (20:3) / Glycerol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200325/gcst90199976,gcst90199976/gcst90200325
M_49,GCST90199816,GCST90200430,"3,4-dihydroxybutyrate",Pyruvate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,低,,,GCST90200430 / GCST90199816,GCST90199816 / GCST90200430,"Pyruvate / 3,4-dihydroxybutyrate","3,4-dihydroxybutyrate / Pyruvate",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200430/gcst90199816,gcst90199816/gcst90200430
M_50,GCST90199816,GCST90200318,"3,4-dihydroxybutyrate",Acetoacetate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199816,GCST90199816 / GCST90200318,"Acetoacetate / 3,4-dihydroxybutyrate","3,4-dihydroxybutyrate / Acetoacetate",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199816,gcst90199816/gcst90200318
M_51,GCST90199882,GCST90200430,"2s,3R-dihydroxybutyrate",Pyruvate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,低,,,GCST90200430 / GCST90199882,GCST90199882 / GCST90200430,"Pyruvate / 2s,3R-dihydroxybutyrate","2s,3R-dihydroxybutyrate / Pyruvate",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200430/gcst90199882,gcst90199882/gcst90200430
M_52,GCST90199882,GCST90200318,"2s,3R-dihydroxybutyrate",Acetoacetate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199882,GCST90199882 / GCST90200318,"Acetoacetate / 2s,3R-dihydroxybutyrate","2s,3R-dihydroxybutyrate / Acetoacetate",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199882,gcst90199882/gcst90200318
M_53,GCST90199889,GCST90200430,"2R,3R-dihydroxybutyrate",Pyruvate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,低,,,GCST90200430 / GCST90199889,GCST90199889 / GCST90200430,"Pyruvate / 2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate / Pyruvate",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200430/gcst90199889,gcst90199889/gcst90200430
M_54,GCST90199889,GCST90200318,"2R,3R-dihydroxybutyrate",Acetoacetate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199889,GCST90199889 / GCST90200318,"Acetoacetate / 2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate / Acetoacetate",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199889,gcst90199889/gcst90200318
M_55,GCST90200032,GCST90200430,2-hydroxybutyrate/2-hydroxyisobutyrate,Pyruvate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,低,,,GCST90200430 / GCST90200032,GCST90200032 / GCST90200430,Pyruvate / 2-hydroxybutyrate/2-hydroxyisobutyrate,2-hydroxybutyrate/2-hydroxyisobutyrate / Pyruvate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200430/gcst90200032,gcst90200032/gcst90200430
M_56,GCST90200032,GCST90200318,2-hydroxybutyrate/2-hydroxyisobutyrate,Acetoacetate,乳酸/丙酮酸相关,Lactate/Pyruvate Related,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90200032,GCST90200032 / GCST90200318,Acetoacetate / 2-hydroxybutyrate/2-hydroxyisobutyrate,2-hydroxybutyrate/2-hydroxyisobutyrate / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90200032,gcst90200032/gcst90200318
M_57,GCST90199674,GCST90200318,3-hydroxymyristate,Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199674,GCST90199674 / GCST90200318,Acetoacetate / 3-hydroxymyristate,3-hydroxymyristate / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199674,gcst90199674/gcst90200318
M_58,GCST90199651,GCST90200318,Docosahexaenoate DHA; 22:6n3,Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199651,GCST90199651 / GCST90200318,Acetoacetate / Docosahexaenoate DHA; 22:6n3,Docosahexaenoate DHA; 22:6n3 / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199651,gcst90199651/gcst90200318
M_59,GCST90199795,GCST90200318,2-hydroxypalmitate,Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199795,GCST90199795 / GCST90200318,Acetoacetate / 2-hydroxypalmitate,2-hydroxypalmitate / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199795,gcst90199795/gcst90200318
M_60,GCST90199796,GCST90200318,Docosapentaenoate (n6 DPA; 22:5n6),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199796,GCST90199796 / GCST90200318,Acetoacetate / Docosapentaenoate (n6 DPA; 22:5n6),Docosapentaenoate (n6 DPA; 22:5n6) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199796,gcst90199796/gcst90200318
M_61,GCST90199820,GCST90200318,Dihomo-linolenate (20:3n3 or n6),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199820,GCST90199820 / GCST90200318,Acetoacetate / Dihomo-linolenate (20:3n3 or n6),Dihomo-linolenate (20:3n3 or n6) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199820,gcst90199820/gcst90200318
M_62,GCST90199887,GCST90200318,(16 or 17)-methylstearate (a19:0 or i19:0),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199887,GCST90199887 / GCST90200318,Acetoacetate / (16 or 17)-methylstearate (a19:0 or i19:0),(16 or 17)-methylstearate (a19:0 or i19:0) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199887,gcst90199887/gcst90200318
M_63,GCST90199893,GCST90200318,Cis-4-decenoate (10:1n6),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199893,GCST90199893 / GCST90200318,Acetoacetate / Cis-4-decenoate (10:1n6),Cis-4-decenoate (10:1n6) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199893,gcst90199893/gcst90200318
M_64,GCST90199700,GCST90200318,3-hydroxylaurate,Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199700,GCST90199700 / GCST90200318,Acetoacetate / 3-hydroxylaurate,3-hydroxylaurate / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199700,gcst90199700/gcst90200318
M_65,GCST90199709,GCST90200318,Adrenate (22:4n6),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199709,GCST90199709 / GCST90200318,Acetoacetate / Adrenate (22:4n6),Adrenate (22:4n6) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199709,gcst90199709/gcst90200318
M_66,GCST90199710,GCST90200318,Docosatrienoate (22:3n3),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199710,GCST90199710 / GCST90200318,Acetoacetate / Docosatrienoate (22:3n3),Docosatrienoate (22:3n3) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199710,gcst90199710/gcst90200318
M_67,GCST90199711,GCST90200318,Docosadienoate (22:2n6),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199711,GCST90199711 / GCST90200318,Acetoacetate / Docosadienoate (22:2n6),Docosadienoate (22:2n6) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199711,gcst90199711/gcst90200318
M_68,GCST90199713,GCST90200318,Docosapentaenoate n3 DPA; 22:5n3,Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199713,GCST90199713 / GCST90200318,Acetoacetate / Docosapentaenoate n3 DPA; 22:5n3,Docosapentaenoate n3 DPA; 22:5n3 / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199713,gcst90199713/gcst90200318
M_69,GCST90199715,GCST90200318,Myristoleate (14:1n5),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199715,GCST90199715 / GCST90200318,Acetoacetate / Myristoleate (14:1n5),Myristoleate (14:1n5) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199715,gcst90199715/gcst90200318
M_70,GCST90199716,GCST90200318,10-undecenoate (11:1n1),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199716,GCST90199716 / GCST90200318,Acetoacetate / 10-undecenoate (11:1n1),10-undecenoate (11:1n1) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199716,gcst90199716/gcst90200318
M_71,GCST90199721,GCST90200318,Stearidonate (18:4n3),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199721,GCST90199721 / GCST90200318,Acetoacetate / Stearidonate (18:4n3),Stearidonate (18:4n3) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199721,gcst90199721/gcst90200318
M_72,GCST90199723,GCST90200318,5-dodecenoate (12:1n7),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199723,GCST90199723 / GCST90200318,Acetoacetate / 5-dodecenoate (12:1n7),5-dodecenoate (12:1n7) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199723,gcst90199723/gcst90200318
M_73,GCST90199731,GCST90200318,10-heptadecenoate (17:1n7),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199731,GCST90199731 / GCST90200318,Acetoacetate / 10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199731,gcst90199731/gcst90200318
M_74,GCST90199744,GCST90200318,Eicosenoate (20:1),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199744,GCST90199744 / GCST90200318,Acetoacetate / Eicosenoate (20:1),Eicosenoate (20:1) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199744,gcst90199744/gcst90200318
M_75,GCST90199748,GCST90200318,Linolenate [alpha or gamma; (18:3n3 or 6)],Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199748,GCST90199748 / GCST90200318,Acetoacetate / Linolenate [alpha or gamma; (18:3n3 or 6)],Linolenate [alpha or gamma; (18:3n3 or 6)] / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199748,gcst90199748/gcst90200318
M_76,GCST90200104,GCST90200318,Hexadecadienoate (16:2n6),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90200104,GCST90200104 / GCST90200318,Acetoacetate / Hexadecadienoate (16:2n6),Hexadecadienoate (16:2n6) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90200104,gcst90200104/gcst90200318
M_77,GCST90200042,GCST90200318,Oleate/vaccenate (18:1),Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90200042,GCST90200042 / GCST90200318,Acetoacetate / Oleate/vaccenate (18:1),Oleate/vaccenate (18:1) / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90200042,gcst90200042/gcst90200318
M_78,GCST90199974,GCST90200318,9-hydroxystearate,Acetoacetate,游离脂肪酸,Free Fatty Acids,脂肪酸二羧酸/羟基脂肪酸与酮体代谢,中,,,GCST90200318 / GCST90199974,GCST90199974 / GCST90200318,Acetoacetate / 9-hydroxystearate,9-hydroxystearate / Acetoacetate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200318/gcst90199974,gcst90199974/gcst90200318
